sage_ITEMNO,sage_description,sage_pt_cost,vendor,item_number,item_description,vendor_price_usd,match_score,match_step
W10012-1,VALVE PRESSURE RELIEF                                       ,3.82,Metabo,344113950,Valve                                   ,2.51,100.0,step3_description
W10030,SHIELD FACE WRAP AROUND                                     ,5.62,Metabo,343395460,Eye shield                              ,0.765,75.0,step3_description
W10055,GAUGE AIR TANK 1/8 NPT                                      ,3.51,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
W10056,MANIFOLD AIR TANK                                           ,6.62,Metabo,341165320,Tank                                    ,84.76,100.0,step3_description
W10058,KIT REPAIR AIR TANK                                         ,13.16,Metabo,341165320,Tank                                    ,84.76,100.0,step3_description
W1024,GOGGLES SAFETY                                              ,2.5,Metabo,339139450,Safety trigger                          ,4.465,71.4,step3_description
W1028,PULLER DENT SUCTION CUP                                     ,1.95,Metabo,341161900,Suction tube                            ,1.98,73.7,step3_description
W1029,"SUCTION CUP/DENT PULLER 4.5""                                ",3.94,Metabo,341161900,Suction tube                            ,1.98,73.7,step3_description
W1031,GLASSES SAFETY ADJUSTABLE                                   ,1.65,Metabo,344099460,leg adjustable                          ,8.01,83.3,step3_description
W1035,GOGGLES SAFETY ADJUSTABLE VENTED                            ,1.06,Metabo,344099460,leg adjustable                          ,8.01,83.3,step3_description
W1037,GLASSES SAFETY TINTED                                       ,2.22,Metabo,341146380,Safety band                             ,24.97,70.6,step3_description
W1076,HAMMER CLAW WITH WOOD HANDLE (16oz)                         ,4.52,Metabo,314000550,Handle                                  ,1.98,100.0,step3_description
W1093,SET WRENCH 28PC  SAE & MET                                  ,21.77,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
W1101,"PLIERS GROOVE JOINT 12""                                     ",7.53,Metabo,1349662538,GROOVE RING 14X22X6 ET                  ,2.51,57.8,step3_description
W1102,"PLIERS LONG NOSE  8""                                        ",3.9,Metabo,344080750,Brush long                              ,17.99,57.1,step3_description
W1103,"PLIERS DIAGONAL 7""                                          ",3.76,Metabo,1382641058,"DIAGONAL STRUT BL 2,5X30X830            ",6.935,61.5,step3_description
W1107DB,SET PLIERS LOCKING 3PC                                      ,11.6,Metabo,339126880,LOCKING                                 ,0.48,100.0,step3_description
W11090,NOZZLE HOSE 40FT                                            ,6.42,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W11091,NOZZLE HOSE HIGH FLOW 50FT                                  ,6.71,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W11092,NOZZLE HOSE PISTOL GRIP 30FT                                ,5.17,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W1110C,SET WRENCH HEX KEY SAE (8PC)                                ,3.26,Metabo,339100050,key                                     ,0.44,100.0,step3_description
W1113C,SET WRENCH HEX KEY METRIC (8PC)                             ,3.26,Metabo,339100050,key                                     ,0.44,100.0,step3_description
W1114,WRENCH COMBO SET SAE (14PC)                                 ,27.63,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
W1114M,WRENCH COMBO SET MET (14PC)                                 ,15.7,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
W1116C,"PLIERS LOCK GRIP 10""                                        ",4.55,Metabo,343451310,lock                                    ,0.44,100.0,step3_description
W1121PC,"PLIERS SLIP JOINT 8""                                        ",3.38,Metabo,339145940,slip case                               ,0.44,61.5,step3_description
W1133-10B,"WRENCH PIPE 10"" HEAVY DUTY                                  ",5.47,Metabo,1381707489,PIPE                                    ,3.47,100.0,step3_description
W1133-12B,"WRENCH PIPE 12"" HEAVY DUTY                                  ",6.83,Metabo,1381707489,PIPE                                    ,3.47,100.0,step3_description
W1133-14B,"WRENCH PIPE 14"" HEAVY DUTY                                  ",8.18,Metabo,1381707489,PIPE                                    ,3.47,100.0,step3_description
W1133-18B,"WRENCH PIPE 18"" HEAVY DUTY                                  ",11.01,Metabo,1381707489,PIPE                                    ,3.47,100.0,step3_description
W1133-24B,"WRENCH PIPE 24"" HEAVY DUTY                                  ",16.65,Metabo,1381707489,PIPE                                    ,3.47,100.0,step3_description
W1133-36B,"WRENCH PIPE 36"" HEAVY DUTY                                  ",31.3,Metabo,1381707489,PIPE                                    ,3.47,100.0,step3_description
W1133-8B,"WRENCH PIPE 8"" HEAVY DUTY                                   ",3.62,Metabo,1381707489,PIPE                                    ,3.47,100.0,step3_description
W1136,SET WRENCH PIPE HEAVY DUTY 4PCs                             ,30.46,Metabo,1381707489,PIPE                                    ,3.47,100.0,step3_description
W1136C,"ADAPTER REDUCER (1/2"" - 3/8"")                               ",1.35,Metabo,630317000,Adapter                                 ,8.034,100.0,step3_description
W1137,HAMMER SOLID BRASS 16oz                                     ,16.42,Metabo,341164490,Hammer                                  ,11.985,100.0,step3_description
W1139,PUMP FLUID  QUART / GALLON                                  ,4.03,Metabo,341165290,PUMP HEAD                               ,6.935,61.5,step3_description
W1141,PUMP FLUID TRANSFER                                         ,4.45,Metabo,1119615549,THERMO TRANSFER FIL                     ,0.48,68.4,step3_description
W1142,PUMP SIPHON                                                 ,1.5,Metabo,315419580,Pump housing                            ,94.78,69.6,step3_description
W1143,PUMP DRILL                                                  ,4.83,Metabo,316076170,Oil pump vpl.                           ,4.005,69.6,step3_description
W1144,SIPHON HOSE RUBBER  DELUXE                                  ,3.09,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W1145,PUMP TRANSFER MULTI-USE                                     ,6.9,Metabo,1119615549,THERMO TRANSFER FIL                     ,0.48,61.9,step3_description
W1146,HAMMER RUBBER MALLET WOODEN HANDLE 32oz                     ,3.87,Metabo,314000550,Handle                                  ,1.98,100.0,step3_description
W1148,SET BRUSH MINIATURE 3 PCS                                   ,1.61,Metabo,316035030,Brush set                               ,3.47,100.0,step3_description
W1149,SET BRUSH WIRE 3 PC                                         ,3.79,Metabo,316035030,Brush set                               ,3.47,100.0,step3_description
W1150,BRUSH WIRE PLASTIC HANDLE BULK                              ,1.67,Metabo,314000550,Handle                                  ,1.98,100.0,step3_description
W1150S,SET PLIERS SNAP RING 2 PC.                                  ,7.19,Metabo,141155810,Ring                                    ,0.44,100.0,step3_description
W1151,SET PLIERS SNAP RING  Int/Ext                               ,7.7525,Metabo,141155810,Ring                                    ,0.44,100.0,step3_description
W1152,BRUSH WIRE UTILITY                                          ,1.75,Metabo,343001270,Brush                                   ,1.745,100.0,step3_description
W1156,PUMP TRANSFER MULTI-USE (GRIP CLIP)                         ,6.99,Metabo,341165290,PUMP HEAD                               ,6.935,61.5,step3_description
W1158P,CLUTCH ALIGNMENT TOOL (METRIC)                              ,17.0,Metabo,341161770,Clutch                                  ,1.015,100.0,step3_description
W1159,SET PLIERS SNAP RING  5 PC. TOOLS                           ,4.557,Metabo,141155810,Ring                                    ,0.44,100.0,step3_description
W116,WIRE MECHANICS SPOOL (2LBS)                                 ,3.91,Metabo,1395203130,WIRE PIN                                ,1.26,66.7,step3_description
W1172,"SET SOCKET 1/4"" 3/8"" & 1/2"" DR 52-PC                        ",14.41,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
W1173,"SET SOCKET 1/4"" & 3/8"" DR 40-PC                             ",8.07,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
W1180,"SET SOCKET 3/4"" DR SAE (21PC)                               ",99.92,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
W1182C,"RETRIEVER MAGNETIC FLEXIBLE 24""                             ",1.69,Metabo,316073530,magnetic rail                           ,349.05,76.2,step3_description
W1183,SET SOCKET 85 PC METRIC & SAE                               ,18.09,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
W1184C,"RETRIEVER CLAW FLEXIBLE 24""                                 ",1.86,Metabo,315414980,Claw                                    ,1.015,100.0,step3_description
W1197,KIT TOOL AUTO COMPACT (38PC)                                ,15.49,Metabo,316059760,Tool set                                ,3.47,66.7,step3_description
W1204P,TOOL TIE ROD                                                ,6.15,Metabo,341514760,Rod                                     ,0.44,100.0,step3_description
W1208C,"BRUSH WIRE CUP 2"" -COARSE                                   ",2.24,Metabo,623796700,Wire cup brush                          ,3.887000000000001,100.0,step3_description
W1209,"WHEEL WIRE  3"" -COARSE                                      ",2.24,Metabo,343377610,Wheel                                   ,3.47,100.0,step3_description
W1211,"BRUSH WIRE CUP 1-1/2 "" -FINE                                ",2.24,Metabo,623796700,Wire cup brush                          ,3.887000000000001,100.0,step3_description
W1212,"BRUSH WIRE CUP 2"" -FINE                                     ",2.24,Metabo,623796700,Wire cup brush                          ,3.887000000000001,100.0,step3_description
W1213,"BRUSH WIRE CUP 3"" -FINE                                     ",2.5,Metabo,623796700,Wire cup brush                          ,3.887000000000001,100.0,step3_description
W1214C,"BRUSH WIRE CUP 3"" -COARSE                                   ",2.45,Metabo,623796700,Wire cup brush                          ,3.887000000000001,100.0,step3_description
W1215,"WHEEL WIRE  4"" -COARSE                                      ",2.5,Metabo,343377610,Wheel                                   ,3.47,100.0,step3_description
W1218,BEARING PACKER                                              ,3.74,Metabo,320050630,Bearing                                 ,4.005,100.0,step3_description
W1219,PULLER SEAL                                                 ,4.13,Metabo,143194060,Seal                                    ,0.765,100.0,step3_description
W1222,"WHEEL WIRE  2"" -FINE                                        ",2.2,Metabo,343377610,Wheel                                   ,3.47,100.0,step3_description
W1223,"WHEEL WIRE  3"" -FINE                                        ",2.24,Metabo,343377610,Wheel                                   ,3.47,100.0,step3_description
W1224,"WHEEL WIRE  4"" -FINE                                        ",2.5,Metabo,343377610,Wheel                                   ,3.47,100.0,step3_description
W1231,KIT BRUSH ENGINE  20PC                                      ,10.56,Metabo,343001270,Brush                                   ,1.745,100.0,step3_description
W12503,MAGNETS CERAMIC BLOCKS (10 PC)                              ,1.22,Metabo,316048520,Magnet block                            ,448.445,57.1,step3_description
